path,fault_type,split
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0032.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0033.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0034.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0035.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0036.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0037.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0038.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0039.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0040.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0041.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0042.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0043.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0044.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0045.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0046.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0047.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0048.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/sensor_bias_drift/sensor_bias_drift_0049.csv,sensor_bias_drift,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0000.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0001.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0002.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0003.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0004.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0005.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0006.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0007.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0008.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0009.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0010.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0011.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0012.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0013.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0014.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0015.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0016.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0017.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0018.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0019.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0020.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0021.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0022.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0023.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0024.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0025.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0026.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0027.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0028.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0029.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0030.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0031.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0032.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0033.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0034.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0035.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0036.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0037.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0038.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0039.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0040.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0041.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0042.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0043.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0044.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0045.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0046.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0047.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0048.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/faulted/noise_spike/noise_spike_0049.csv,noise_spike,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0044.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0017.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0208.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0161.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0033.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0090.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0084.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0147.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0109.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0094.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0167.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0189.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0151.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0018.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0227.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0042.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0111.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0010.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0141.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0063.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0123.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0083.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0064.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0221.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0275.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0159.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0093.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0025.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0182.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0008.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0130.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0068.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0118.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0074.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0242.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0092.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0223.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0252.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0065.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0194.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0276.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0043.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0179.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0006.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0054.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0290.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0251.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0061.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0117.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0265.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0173.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0212.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0126.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0160.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0124.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0013.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0097.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0219.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0295.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0226.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0216.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0196.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0232.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0045.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0264.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0292.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0192.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0186.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0072.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0144.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0098.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0170.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0258.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0249.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0037.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0028.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0121.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0267.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0285.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0166.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0250.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0259.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0133.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0099.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0238.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0052.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0197.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0200.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0046.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0091.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0293.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0274.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0060.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0152.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0204.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0269.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0164.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0102.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0082.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0243.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0050.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0138.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0181.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0035.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0122.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0246.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0014.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0280.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0139.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0015.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0089.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0080.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0142.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0231.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0214.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0283.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0053.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0198.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0100.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0273.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0299.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0288.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0032.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0009.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0087.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0260.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0235.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0201.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0230.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0131.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0157.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0016.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0228.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0105.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0222.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0220.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0224.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0247.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0077.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0110.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0113.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0030.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0190.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0129.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0296.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0172.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0262.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0001.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0067.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0002.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0278.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0012.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0177.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0271.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0112.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0011.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0203.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0048.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0165.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0180.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0051.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0253.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0088.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0135.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0023.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0225.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0213.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0038.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0178.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0055.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0020.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0137.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0034.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0202.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0027.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0114.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0057.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0244.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0153.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0171.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0154.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0136.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0040.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0236.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0284.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0175.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0211.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0022.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0019.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0297.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0134.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0174.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0261.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0108.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0256.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0004.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0217.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0096.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0081.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0079.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0183.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0248.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0145.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0239.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0085.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0254.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0003.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0257.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0026.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0234.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0143.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0279.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0158.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0066.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0163.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0076.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0237.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0156.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0146.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0193.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0245.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0024.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0281.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0059.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0021.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0188.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0062.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0086.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0125.csv,nominal,train
